sr_no,state,mp_name,constituency,allocated_amount,project_count,spent_percentage,completion_percentage
494,Bihar,SUDHAKAR SINGH,BUXAR,185211956.54,9,72.58852975149875,59.822392196799974
495,West Bengal,Sudip Bandyopadhyay,KOLKATA UTTAR,147000000.0,12,63.5093714375707,86.49636922899218
496,Odisha,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,190712424.11,14,85.8222759111091,63.55066391346821
497,Jharkhand,SUKHDEO BHAGAT,LOHARDAGA(ST),171821957.11,5,30.78596332017331,30.64896810855992
498,Punjab,SUKHJINDER SINGH RANDHAWA,GURDASPUR,147000000.0,14,40.10879306602499,33.06618246379651
499,Karnataka,SUNIL BOSE,CHAMARAJANAGAR(SC),147000000.0,10,85.8658868099725,51.05357350848336
500,Maharashtra,Sunil Dattatray Tatkare,RAIGAD,147000000.0,8,37.29633582137705,59.9404524619093
501,Bihar,Sunil Kumar,VALMIKI NAGAR,147000000.0,5,66.80153520803647,52.081775733065676
502,Bihar,SURENDRA PRASAD YADAV,JAHANABAD,155325714.0,7,38.60603258235335,68.63794763775894
503,Kerala,SURESH GOPI,THRISSUR,147000000.0,15,38.890192740289095,70.81255864031047
504,Himachal Pradesh,Suresh Kumar Kashyap,SHIMLA (SC),153563957.11,6,46.462768081535756,81.64890653777431
505,Telangana,SURESH KUMAR SHETKAR,ZAHIRABAD,147000000.0,14,43.46312308657859,61.20872455862859
506,Uttar Pradesh,Swami Sachchidanandhari Sakshi ji Maharaj,UNNAO,147000000.0,14,47.876231136792555,70.15270567045022
507,Tamil Nadu,T Sumathy (A) Thamizhachi Thangapandian,CHENNAI SOUTH,147000000.0,8,71.02685613530988,53.90553746935729
508,Andhra Pradesh,TANGELLA UDAY SRINIVAS,KAKINADA,199417886.76,6,50.51195595133204,63.49076144023067
509,Uttar Pradesh,TANUJ PUNIA,BARABANKI(SC),148198170.11,11,59.6352642849353,39.596365004033956
510,Bihar,TARIQ ANWAR,KATIHAR,147000000.0,11,31.11278050817947,57.46128269952506
511,Tamil Nadu,Thalikkottai Rajuthevar Baalu,SRIPERUMBUDUR,196905535.11,14,39.440897378799875,23.28849200873938
512,Tamil Nadu,THANGA TAMILSELVAN,THENI,147000000.0,13,71.27095976908089,89.64842407531148
513,Tamil Nadu,THARANIVENTHAN M S,ARANI,168337124.35,9,34.201883709213675,67.98943871278394
514,Tamil Nadu,Thiru Dayanidhi Maran,CHENNAI CENTRAL,147000000.0,9,92.46630422640283,80.58417622309159
515,Tamil Nadu,Thirumaa Valavan Thol,CHIDAMBARAM(SC),147000000.0,7,31.78810780806732,73.92098024286841
516,Chhattisgarh,TOKHAN SAHU,BILASPUR,147000000.0,5,86.24874318201273,90.47302691025628
517,Uttarakhand,TRIVENDRA SINGH RAWAT,HARDWAR,147000000.0,7,94.90864576736516,95.7356119779769
518,Uttar Pradesh,UJJWAL RAMAN SINGH,ALLAHABAD,147000000.0,15,47.78460393347807,46.10272900138764
519,Rajasthan,UMMEDA RAM BENIWAL,BARMER,147000000.0,11,68.13482716869113,93.4533272930957
520,Uttar Pradesh,UTKARSH VERMA MADHUR,KHERI,147000000.0,12,81.25756644180437,36.54227055797
521,Tamil Nadu,V S Matheswaran,NAMAKKAL,162539930.11,13,79.0980852941262,81.34649087359463
522,Karnataka,V. SOMANNA,TUMKUR,147000000.0,7,60.03583457087468,57.07386286155412
523,Puducherry,Vaithilingam Ve,Puducherry,209368972.11,9,75.63866461043716,86.5984655490463
524,Telangana,VAMSI KRISHNA GADDAM,PEDDAPALLE,148451721.11,12,69.93137281562372,41.54568821766358
525,Haryana,VARUN CHAUDHRY,AMBALA (SC),255454264.0,9,63.73685686693917,96.35153412885059
526,Kerala,Vellalath Kochukrishnan Nair Sreekandan,PALAKKAD,167807990.11,13,84.87523241932203,71.23900561532443
527,Chhattisgarh,Vijay Baghel,DURG,147000000.0,7,63.2734188297945,66.0715466970875
528,Uttar Pradesh,Vijay Kumar Dubey,KUSHI NAGAR,148900000.0,8,59.287733490218685,42.93368901628249
529,Jharkhand,Vijay Kumar Hansdak,RAJMAHAL(ST),147223957.11,15,34.17129822075941,57.914582544863045
530,Bihar,VIJAYLAKSHMI DEVI,SIWAN,147000000.0,9,50.62778382622611,54.74509138619929
531,Gujarat,Vinod Chavda,KACHCHH(SC),147000000.0,12,92.06615958396416,58.485066112714854
532,Uttar Pradesh,VINOD KUMAR BIND,BHADOHI,147000000.0,8,68.73850630465301,52.81670984325647
533,Madhya Pradesh,Virendra Kumar,TIKAMGARH(SC),147000000.0,6,94.46514614382752,23.809603762436193
534,Uttar Pradesh,VIRENDRA SINGH,CHANDAULI,147000000.0,14,48.93254662894897,49.857212307327046
535,Maharashtra,VISHAL,SANGLI,147000000.0,15,53.12753359196928,35.902809933662596
536,Jharkhand,Vishnu Dayal Ram,PALAMU(SC),158176083.11,11,94.24444471014658,71.41796715272729
537,Madhya Pradesh,Vishnu Dutt Sharma,KHAJURAHO,147000000.0,13,34.62985773795252,94.43469730341268
538,Karnataka,VISHWESHWAR HEGDE KAGERI,UTTARA KANNADA,147000000.0,11,40.50293444616089,93.08102434948916
539,Bihar,VIVEK THAKUR,NAWADA,147000000.0,15,75.6639474298806,64.96683568772306
540,Andhra Pradesh,Y S Avinash Reddy,KADAPA,156430260.11,7,91.54773570806896,50.0722724466367
541,Karnataka,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,147000000.0,5,38.62242160193903,82.66002902110779
542,Delhi,Yogendra Chandoliya,NORTH WEST DELHI(SC),147876307.0,14,71.88592203847355,57.361515302977544
543,Uttar Pradesh,ZIA UR REHMAN,SAMBHAL,147000000.0,15,37.444966087964026,55.55389306281234
